Description	Resource	Path	Location	Type
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 468	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 468	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 468	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 469	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 469	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 469	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 469	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 470	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 470	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 471	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 471	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 473	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 475	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 479	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 479	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 479	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 479	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 479	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 480	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 480	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 480	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 480	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 483	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 483	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 485	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 485	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 485	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 485	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 485	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 486	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 486	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 486	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 486	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 487	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 487	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 488	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 488	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 490	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 492	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 496	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 496	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 496	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 496	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 496	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 497	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 497	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 497	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 497	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 500	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 500	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 502	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 502	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 502	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 502	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 502	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 503	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 503	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 503	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 503	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 504	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 504	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 505	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 505	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a return expression	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 507	C/C++ Problem
#1465-D (MISRA-C:2004 14.1/R) There shall be no unreachable code	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 509	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 513	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 513	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 513	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 513	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 513	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 514	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 514	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 514	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 514	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 517	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 517	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 519	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 519	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 519	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 519	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 519	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 520	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_GPTimers.c	/LiCar/MCAL/Tiva_GPTimers	line 520	C/C++ Problem
